transaction_id,date_key,location_key,flat_key,lease_key,resale_price,price_per_sqm
567042,8,5705,1614,730,608000,5286.96
575464,12,5705,1563,731,580000,5043.48
569663,10,4253,477,218,428888,5795.78
571881,11,4253,477,219,400000,5405.41
565240,8,4253,499,217,480000,5393.26
550276,1,4253,1165,237,483000,5366.67
559112,5,4253,1148,228,465000,5166.67
552898,2,1511,1974,223,638000,5186.99
569822,10,1511,2001,219,640000,5203.25
550557,1,6271,879,373,510000,4951.46
557525,4,7153,846,373,695000,6682.69
565956,8,7153,846,366,735000,7067.31
572507,11,7153,846,376,833000,8009.62
551609,1,4907,1291,808,533000,5670.21
570951,10,4907,1833,800,580000,5132.74
573109,11,4907,1890,800,608000,5428.57
551748,1,4907,2366,795,740000,5692.31
564341,7,4907,2355,796,725000,5576.92
566699,8,4907,2377,797,768000,5907.69
574620,12,4432,479,319,390000,4814.81
554225,2,1208,216,22,388000,5969.23
569302,9,1208,196,23,370000,5692.31
563017,6,2987,2157,608,955000,5520.23
566471,8,1913,846,485,545000,5240.38
557310,4,6487,367,473,388000,5315.07
559508,5,6487,323,473,383000,5246.58
559511,5,6487,345,473,385000,5273.97
558662,4,1352,458,373,343000,4698.63
562838,6,1352,471,368,395000,5895.52
573638,11,1352,471,369,410888,6132.66
575651,12,1352,452,376,400000,5970.15
558499,4,5964,1166,421,468000,5142.86
571360,10,5964,1149,412,495000,5439.56
550900,1,7017,1544,491,545000,4504.13
554469,2,3726,324,345,363000,4905.41
556734,3,3726,346,350,388888,5255.24
563049,6,3726,349,336,363000,4714.29
571739,10,3726,324,346,357000,4824.32
565690,8,300,834,794,828000,9000.0
568010,9,300,987,807,810000,9000.0
550689,1,301,1677,796,960000,8727.27
555021,3,301,1533,797,853000,7754.55
555022,3,301,1584,793,920000,8363.64
559499,5,301,1634,800,980000,8909.09
554994,3,301,833,793,780000,8571.43
557265,4,301,1007,793,910000,10000.0
565691,8,301,833,807,820000,9010.99
557295,4,302,1533,793,840000,7636.36
565728,8,302,1609,794,995000,9045.45
572279,11,302,1677,804,995000,9045.45
554992,3,302,984,797,780000,9176.47
550647,1,303,963,805,810000,9000.0
568012,9,303,989,801,858000,9326.09
570051,10,303,1040,804,885000,9619.57
574345,12,303,1038,803,880000,9777.78
561309,6,4183,487,237,410000,6119.4
571869,11,4183,471,228,360000,5373.13
561304,6,4183,480,237,425222,5185.63
556910,4,4183,1167,221,488000,5304.35
550397,1,1471,1150,222,460000,5000.0
556992,4,1471,1167,228,474500,5157.61
556994,4,1471,1150,224,430000,4673.91
559203,5,1471,1182,224,468888,5096.61
561395,6,1471,1134,217,475000,5163.04
567786,9,1471,1167,234,485000,5271.74
563330,7,20,2141,449,1088000,7555.56
569868,10,20,2174,451,1120000,7777.78
565479,8,20,2283,435,1150000,8041.96
574275,12,6272,881,372,485000,4619.05
550602,1,190,269,342,420000,6461.54
563445,7,190,269,338,408000,6276.92
570016,10,190,256,340,408000,6276.92
553483,2,7439,178,88,295000,4402.99
555524,3,7439,198,88,282000,4208.96
563802,7,4433,1181,299,495000,5439.56
571506,10,1209,196,24,353000,5430.77
558867,4,2988,2082,609,850000,5120.48
569392,9,2988,853,610,500000,4504.5
572925,11,892,1573,449,738000,5904.0
572926,11,892,1544,436,778000,6429.75
568641,9,892,807,440,608000,5846.15
551496,1,1914,881,498,525000,5000.0
570779,10,1914,809,484,520000,4905.66
556507,3,1353,1138,367,570000,5937.5
558679,4,1353,1171,374,505000,5260.42
567097,8,5965,2240,368,855000,5588.24
564726,7,2140,915,460,628688,6045.08
569206,9,2140,807,466,620000,5961.54
559688,5,7018,1544,487,545000,4504.13
559653,5,7018,846,484,470000,4519.23
556736,3,3727,561,395,370000,5285.71
553931,2,2777,1587,1129,700000,6194.69
560489,5,2777,1536,1137,658888,5830.87
562503,6,2777,1536,1137,668000,5911.5
573262,11,2777,1536,1143,695000,6150.44
575307,12,2777,1536,1143,695000,6150.44
551836,1,2777,870,1128,620000,6666.67
556039,3,2777,835,1136,608888,6547.18
556040,3,2777,797,1139,530000,5698.92
560442,5,2777,835,1130,580000,6236.56
564410,7,2777,904,1140,615000,6612.9
566788,8,2777,870,1131,600000,6451.61
568929,9,2777,797,1141,570000,6129.03
568932,9,2777,904,1142,640000,6881.72
571073,10,2777,870,1142,610000,6559.14
573214,11,2777,870,1143,640000,6881.72
575260,12,2777,870,1144,615800,6621.51
575261,12,2777,835,1144,600000,6451.61
575262,12,2777,797,1144,572000,6150.54
562608,6,5706,1239,745,480000,4752.48
562612,6,5706,1218,743,480888,4761.27
556229,3,5706,1899,746,688000,5685.95
571334,10,5706,2349,749,840000,5957.45
551872,1,2778,1637,1128,760000,6725.66
553930,2,2778,1612,1129,720000,6371.68
556066,3,2778,1536,1139,695000,6150.44
564457,7,2778,1536,1131,672500,5951.33
568970,9,2778,1637,1142,725000,6415.93
556035,3,2778,797,1136,551000,5924.73
562462,6,2778,835,1137,560000,6021.51
562464,6,2778,797,1137,560000,6021.51
568930,9,2778,797,1142,530000,5698.92
568931,9,2778,870,1141,628888,6762.24
571071,10,2778,938,1142,618000,6645.16
550655,1,330,903,780,765000,8315.22
561618,6,330,903,774,838000,9108.7
574351,12,330,834,775,780000,8478.26
558401,4,5707,1298,746,520000,5148.51
569065,9,5707,1239,747,490000,4851.49
567040,8,5707,1860,750,661000,5462.81
569106,9,5707,1899,747,660000,5454.55
569108,9,5707,1821,747,560000,4628.1
568042,9,331,1677,802,968000,8800.0
572281,11,331,1708,800,1000000,9090.91
550658,1,331,869,808,811088,8816.17
554997,3,331,796,792,650000,7065.22
563483,7,331,937,796,842000,9152.17
560699,5,5708,2374,743,850000,5985.92
557297,4,332,1694,769,940000,8545.45
563497,7,332,1717,772,950000,8636.36
553053,2,332,869,768,785000,8532.61
567039,8,5709,1821,750,575000,4752.07
556245,3,5709,2335,746,800000,5633.8
564381,7,1057,1998,218,870000,7435.9
566755,8,1057,1977,233,858000,7526.32
575238,12,1057,1978,231,850000,7264.96
551423,1,799,987,817,792000,8800.0
551424,1,799,963,817,780000,8666.67
564093,7,799,794,820,690000,7666.67
555961,3,1099,234,153,408000,6276.92
558189,4,1099,216,153,399000,6138.46
560386,5,1099,281,154,580000,7945.21
562409,6,1099,278,154,475000,7307.69
562410,6,1099,216,162,425000,6538.46
566716,8,1099,196,162,385000,5923.08
563495,7,277,1652,629,870000,6796.88
560908,5,1174,1741,361,660000,5000.0
555651,3,872,485,316,605000,5873.79
557871,4,872,469,313,500000,4854.37
564077,7,872,486,326,600000,5607.48
574956,12,872,514,318,630000,6116.5
568639,9,872,1193,327,688000,5593.5
560888,5,1306,217,60,320000,4848.48
566460,8,996,2017,161,930000,7948.72
551478,1,996,2027,163,975000,8057.85
564125,7,996,1957,157,800000,6666.67
566461,8,996,1983,159,851000,6975.41
570763,10,996,2000,164,948000,7900.0
552324,1,2968,216,176,310000,4769.23
554293,2,2968,176,178,300000,4615.38
556541,3,2968,234,183,308000,4738.46
560929,5,2968,176,184,295000,4538.46
560930,5,2968,196,172,305000,4692.31
562875,6,2968,196,172,309000,4753.85
562876,6,2968,216,172,320000,4923.08
562877,6,2968,234,172,321000,4938.46
567313,8,2968,234,177,328000,5046.15
567314,8,2968,234,185,333000,5123.08
569373,9,2968,196,186,322000,4953.85
551457,1,898,1998,152,765000,6538.46
553637,2,898,2015,156,775000,6798.25
564115,7,898,2015,162,788000,6912.28
574588,12,700,516,306,475000,6985.29
555202,3,7019,1666,245,485000,4075.63
559685,5,7019,1567,251,478000,4016.81
563683,7,7019,1643,252,490000,4117.65
570259,10,7019,1593,253,500000,4201.68
550624,1,387,210,158,322000,5457.63
557386,4,475,1575,489,985000,7755.91
568112,9,475,1551,495,880000,6875.0
551410,1,927,217,273,365000,5530.3
555662,3,927,235,267,420690,6374.09
562119,6,927,235,274,420000,6363.64
566401,8,927,217,264,405000,6136.36
572893,11,927,235,275,470000,7121.21
571866,11,4184,487,228,375000,5597.01
571873,11,4184,487,228,393000,5865.67
550233,1,4184,496,226,408000,4975.61
552803,2,4184,1150,235,460000,5000.0
557028,4,1512,2008,224,615000,5256.41
550422,1,1580,1149,403,460000,5054.95
569841,10,21,561,424,493000,7042.86
550589,1,6034,2288,399,839988,5675.59
565617,8,6034,2263,386,873000,5632.26
572191,11,6034,2304,393,930000,6200.0
554981,3,191,746,108,505000,5738.64
572236,11,191,746,109,550000,6250.0
551032,1,661,1166,322,583888,6416.35
555322,3,661,1182,314,668000,7260.87
563751,7,661,1166,313,620000,6813.19
572550,11,661,1149,331,610000,6703.3
551240,1,7440,198,89,298000,4447.76
555523,3,7440,178,88,255000,3805.97
555525,3,7440,178,88,280000,4179.1
559952,5,7440,198,90,298000,4447.76
559953,5,7440,178,90,300000,4477.61
559883,5,4434,1730,343,850000,6204.38
570492,10,4434,1730,351,780000,5693.43
555023,3,326,1662,743,1010000,8782.61
550654,1,326,911,751,869000,8690.0
558640,4,1244,95,25,240000,6315.79
552269,1,1244,106,26,268888,6722.2
552270,1,1244,96,26,272000,6800.0
564832,7,1244,109,27,295000,6555.56
571501,10,1244,118,24,266888,6672.2
573623,11,1244,106,28,250000,6250.0
575781,12,2989,1569,392,585000,4834.71
553616,2,893,846,448,610000,5865.38
574985,12,893,1394,442,625000,7440.48
556338,3,2141,807,461,560000,5384.62
558542,4,2141,880,461,608888,5854.69
562719,6,2141,880,473,638000,6134.62
553251,2,7020,2272,500,788888,5403.34
561788,6,7020,2233,485,710000,4863.01
556805,3,3728,1372,410,409000,4869.05
560490,5,2779,1536,1137,690000,6106.19
568969,9,2779,1561,1141,710000,6283.19
573263,11,2779,1587,1143,710000,6283.19
551834,1,2779,938,1128,620000,6666.67
558249,4,2779,835,1130,540000,5806.45
558251,4,2779,835,1130,580000,6236.56
558252,4,2779,835,1130,550000,5913.98
564409,7,2779,835,1140,615000,6612.9
566786,8,2779,870,1131,615000,6612.9
566651,8,4847,1536,1117,600000,5309.73
570828,10,4847,339,1118,458000,6835.82
564213,7,4847,938,1119,570000,6129.03
566553,8,4847,904,1120,572000,6150.54
551981,1,5710,1259,752,515000,5049.02
571317,10,5710,1877,753,655000,5413.22
568968,9,2780,1561,1142,700000,6194.69
573265,11,2780,1536,1144,668000,5911.5
551838,1,2780,870,1128,595000,6397.85
556036,3,2780,835,1136,585000,6290.32
558248,4,2780,938,1139,620000,6666.67
558253,4,2780,870,1130,575000,6182.8
560443,5,2780,870,1130,585000,6290.32
560445,5,2780,870,1130,598000,6430.11
564411,7,2780,797,1131,508888,5471.91
564412,7,2780,938,1131,625000,6720.43
564413,7,2780,870,1140,610000,6559.14
566785,8,2780,797,1131,525000,5645.16
566787,8,2780,797,1140,520000,5591.4
566792,8,2780,904,1141,600000,6451.61
573215,11,2780,797,1143,530000,5698.92
575259,12,2780,938,1143,635000,6827.96
573102,11,4848,1561,1121,655000,5796.46
560199,5,4848,385,1114,435000,6397.06
553726,2,4848,904,1110,555000,5967.74
554016,2,5711,1218,754,485000,4801.98
556163,3,5711,1258,746,495000,4900.99
564626,7,5711,1912,748,688000,5685.95
553932,2,2781,1587,1129,710000,6283.19
556067,3,2781,1637,1136,720888,6379.54
566840,8,2781,1536,1131,695000,6150.44
571122,10,2781,1561,1143,733000,6486.73
575308,12,2781,1612,1144,750000,6637.17
560441,5,2781,797,1130,535000,5752.69
562463,6,2781,938,1137,612000,6580.65
568933,9,2781,870,1142,585000,6290.32
571074,10,2781,938,1143,603000,6483.87
558287,4,2782,1536,1130,650000,5752.21
562502,6,2782,1561,1137,720000,6371.68
571121,10,2782,1587,1143,738000,6530.97
573264,11,2782,1612,1143,738000,6530.97
553907,2,2782,904,1129,609000,6548.39
556037,3,2782,835,1136,570000,6129.03
560440,5,2782,835,1139,568888,6117.08
566789,8,2782,835,1141,580000,6236.56
566790,8,2782,797,1141,575000,6182.8
571072,10,2782,797,1141,545000,5860.22
573216,11,2782,870,1144,625000,6720.43
550240,1,4185,452,226,346000,5164.18
559057,5,4185,501,221,388000,5791.04
571865,11,4185,471,229,368000,5492.54
554739,3,1472,1167,228,486000,5282.61
563248,7,1472,1150,218,483000,5250.0
550419,1,1581,1168,387,478000,5139.78
567797,9,1581,1168,394,580000,6236.56
550591,1,6035,2205,399,855000,5896.55
568015,9,327,944,753,908000,9080.0
552303,1,1245,1689,773,999000,8056.45
556524,3,1245,1689,781,1030000,8306.45
554265,2,1245,996,781,848000,8396.04
567269,8,1245,1015,782,935000,9257.43
553615,2,894,879,438,635000,6165.05
560091,5,894,846,452,650000,6250.0
568697,9,1915,1551,501,645000,5039.06
551495,1,1915,848,486,505000,4764.15
551035,1,692,1149,271,320000,3516.48
555329,3,692,1181,266,487000,5351.65
561850,6,692,1183,264,508000,5462.37
572554,11,692,1150,270,520000,5652.17
561685,6,6488,1645,450,600000,4958.68
571522,10,1354,325,372,490000,6533.33
558699,4,1354,1810,362,1072000,7292.52
554057,2,5712,1584,728,553000,5027.27
564625,7,5712,1634,721,585000,5318.18
573404,11,5712,1584,724,570000,5181.82
560604,5,5712,935,726,480000,5333.33
554085,2,5966,1620,404,650000,5371.9
560735,5,5966,1597,388,648000,5268.29
574520,12,7021,1620,488,600000,4958.68
553209,2,7021,915,500,450000,4326.92
567513,8,3842,452,368,380000,5671.64
569539,9,3842,452,366,370000,5522.39
551255,1,7917,212,138,300888,4932.59
553494,2,7917,192,138,292000,4786.89
557742,4,7917,212,139,295000,4836.07
556074,3,2823,1612,1130,710000,6283.19
560497,5,2823,1637,1137,740000,6548.67
562511,6,2823,1612,1140,680000,6017.7
553914,2,2823,835,1139,565000,6075.27
558256,4,2823,870,1130,575000,6182.8
558258,4,2823,870,1130,535000,5752.69
562473,6,2823,835,1131,568000,6107.53
571086,10,2823,938,1144,590000,6344.09
571087,10,2823,904,1144,595000,6397.85
550690,1,328,1662,754,1008888,8772.94
561617,6,328,1031,748,930000,9207.92
563481,7,328,911,750,865000,8650.0
552037,1,5713,1609,729,550000,5000.0
558462,4,5713,1609,721,573888,5217.16
551982,1,5713,964,728,500000,5494.51
560607,5,5713,833,721,485000,5329.67
562508,6,2824,1561,1137,680000,6017.7
562509,6,2824,1561,1140,680000,6017.7
564463,7,2824,1587,1141,725000,6415.93
575314,12,2824,1587,1145,713888,6317.59
556046,3,2824,797,1130,528000,5677.42
555809,3,4849,904,1115,536888,5772.99
560238,5,4849,835,1114,495000,5322.58
564216,7,4849,904,1119,560000,6021.51
551878,1,2825,1637,1129,715000,6327.43
553935,2,2825,1612,1136,700000,6194.69
562506,6,2825,1587,1140,700000,6194.69
571130,10,2825,1587,1143,728888,6450.34
556049,3,2825,835,1130,570000,6129.03
566793,8,2825,797,1141,525000,5645.16
560691,5,5803,1584,726,550000,5000.0
571323,10,5803,1558,730,570000,5181.82
573412,11,5803,1634,724,605000,5500.0
558288,4,2826,1587,1130,690000,6106.19
562507,6,2826,1612,1140,730000,6460.18
575313,12,2826,1536,1145,683000,6044.25
560459,5,2826,938,1137,608000,6537.63
566795,8,2826,870,1141,600000,6451.61
566796,8,2826,938,1131,616888,6633.2
571322,10,5804,1634,732,590000,5363.64
575471,12,5804,1634,724,565000,5136.36
562621,6,5804,795,722,445000,4890.11
563163,7,4186,510,222,425000,5182.93
567713,9,4186,1167,229,492000,5347.83
567828,9,1513,2053,234,875000,5335.37
550338,1,1513,501,222,380000,5671.64
565329,8,1513,487,218,375000,5597.01
569753,10,1513,501,219,375000,5597.01
574086,12,1513,487,236,370000,5522.39
563249,7,1513,1150,232,450000,4891.3
550417,1,1582,806,439,508000,4932.04
569802,10,1582,845,435,565000,5485.44
550420,1,1582,1372,438,438000,5214.29
554759,3,1582,1386,444,460000,5476.19
559226,5,1582,1372,441,442500,5267.86
554808,3,22,1380,419,583888,6951.05
550588,1,6036,2175,395,868000,5986.21
572192,11,6036,2107,396,860000,5931.03
550590,1,6036,2295,395,905000,5838.71
553017,2,6036,2279,404,908000,5858.06
554941,3,6036,2235,399,820000,5540.54
570004,10,6036,2258,386,820000,5466.67
570005,10,6036,2274,386,855000,5777.03
574304,12,6036,2242,390,835000,5387.1
553322,2,662,1166,321,589000,6472.53
553323,2,662,1181,315,595000,6538.46
561846,6,662,1149,313,560000,6153.85
572551,11,662,1181,328,650000,7142.86
566127,8,4435,1730,342,810000,5912.41
551052,1,4435,471,352,380000,5671.64
557296,4,333,1549,611,1178888,9356.25
568041,9,333,1673,609,1160000,9206.35
556523,3,1246,1595,709,1000000,8264.46
556527,3,1246,1667,710,1058000,8816.67
564884,7,1246,1571,711,905000,7357.72
560900,5,1246,877,712,815000,8069.31
553614,2,895,1379,448,602000,7253.01
551492,1,1916,950,493,513000,4839.62
557949,4,1916,916,486,535000,5095.24
557569,4,693,1166,269,528000,5802.2
566020,8,693,1166,268,530000,5824.18
570354,10,693,1150,275,538000,5847.83
575672,12,1355,947,364,710000,6893.2
552307,1,1355,1772,368,880000,6285.71
554283,2,1355,1749,375,828888,5920.63
571552,10,1355,1787,371,930000,6642.86
567049,8,5805,1657,723,590000,5363.64
560612,5,5805,867,726,488000,5422.22
556259,3,5967,452,389,350000,5223.88
552218,1,2142,1620,461,635000,5247.93
562723,6,2142,1380,466,530000,6309.52
575543,12,2142,1380,480,520000,6190.48
557487,4,7022,1595,483,550000,4545.45
565916,8,7022,1620,501,590000,4876.03
552592,1,3843,452,378,350000,5223.88
565132,7,3843,1151,368,460000,4946.24
553495,2,7918,192,138,288000,4721.31
563950,7,7918,192,131,296000,4852.46
572777,11,7918,200,137,322000,4666.67
551693,1,4850,1560,1109,638000,5696.43
573100,11,4850,1637,1118,670000,5929.2
553730,2,4850,870,1107,560000,6021.51
568743,9,4850,870,1122,585000,6290.32
575078,12,4850,966,1121,600888,6461.16
562661,6,5806,1657,726,568000,5163.64
569116,9,5806,1558,732,536000,4872.73
569117,9,5806,1609,732,615000,5590.91
571267,10,5806,867,730,480000,5333.33
553807,2,4851,1560,1110,630000,5625.0
562217,6,4851,293,1108,430000,6323.53
570829,10,4851,293,1122,420000,6176.47
553721,2,4851,835,1110,525000,5645.16
558029,4,4851,938,1115,528000,5677.42
564226,7,4851,904,1119,560000,6021.51
568740,9,4851,966,1117,555000,5967.74
570853,10,4851,797,1122,545000,5860.22
573017,11,4851,904,1118,591888,6364.39
556248,3,5807,2132,720,650000,4961.83
569128,9,5807,2058,732,675000,5232.56
573428,11,5807,2097,724,730000,5572.52
575481,12,5807,2166,725,748000,5709.92
552054,1,5808,2058,729,598000,4635.66
558479,4,5808,2196,721,733888,5602.2
556227,3,5714,1532,726,520000,4770.64
556228,3,5714,1609,720,552000,5018.18
564627,7,5714,1531,723,507000,4694.44
564628,7,5714,1634,723,580000,5272.73
571316,10,5714,1558,724,531000,4827.27
564564,7,5714,867,723,488888,5432.09
558460,4,5715,1584,722,540000,4909.09
567041,8,5715,1657,732,565000,5136.36
562609,6,5715,901,722,480000,5333.33
565399,8,1583,1380,452,480000,5714.29
550464,1,23,808,426,685000,6523.81
557053,4,23,847,417,760000,7238.1
574238,12,6037,1149,391,460000,5054.95
559792,5,663,1625,313,788888,6261.02
572591,11,4436,452,291,353000,5268.66
565733,8,334,1602,609,968000,7562.5
572249,11,334,917,608,775000,7311.32
561039,5,2990,1544,387,508000,4198.35
561040,5,2990,1549,403,508000,4031.75
567414,8,2990,1645,404,513000,4239.67
573765,11,2990,1544,402,468000,3867.77
551401,1,896,567,444,385000,6015.62
553339,2,694,1566,276,635000,5381.36
557582,4,694,1642,274,665000,5635.59
563768,7,694,1541,264,628000,5322.03
553080,2,6489,345,471,365000,5000.0
559510,5,6489,323,476,371000,5082.19
553102,2,6489,806,471,420000,4077.67
560684,5,5716,1663,711,583000,5025.86
560605,5,5716,973,713,520000,5098.04
554090,2,5968,2276,407,870000,5800.0
569164,9,5968,2237,385,908000,6053.33
569165,9,5968,2276,385,880000,5866.67
569166,9,5968,2295,385,920000,5935.48
575544,12,2143,846,477,645888,6210.46
555175,3,7023,915,491,495000,4759.62
556739,3,3844,488,388,353000,5191.18
567512,8,3844,488,394,338000,4970.59
575875,12,3844,453,390,370000,5441.18
560682,5,5717,1663,703,605133,5216.66
552039,1,5718,1639,709,590000,5130.43
567038,8,5718,1564,701,595000,5129.31
571251,10,5718,945,700,513888,5088.0
569105,9,5719,1538,699,555000,4826.09
571255,10,5719,877,700,510888,5058.3
554014,2,5720,877,713,482000,4772.28
550259,1,4317,501,254,370800,5534.33
552789,2,4317,464,243,385000,4695.12
571890,11,4317,496,255,410000,5000.0
559146,5,1473,496,229,405000,4939.02
554743,3,1473,1178,223,440000,5301.2
569792,10,1473,1167,234,510000,5543.48
552879,2,1584,1380,444,550000,6547.62
571988,11,1584,1394,453,503800,5997.62
565470,8,24,1620,436,998000,8247.93
567959,9,189,471,241,380000,5671.64
555309,3,652,389,353,435000,5878.38
570330,10,652,389,342,460000,6216.22
574581,12,652,324,343,465000,6283.78
566011,8,652,807,339,625000,6009.62
566012,8,652,915,339,728000,7000.0
553342,2,4437,471,301,370000,5522.39
553343,2,4437,471,301,368000,5492.54
555353,3,4437,487,294,385000,5746.27
559801,5,4437,471,289,370000,5522.39
570384,10,4437,452,290,368000,5492.54
572589,11,4437,501,290,378000,5641.79
557614,4,4437,1133,289,415000,4560.44
558647,4,1210,218,56,335000,5000.0
560873,5,1210,198,65,368000,5492.54
557952,4,1917,847,483,505888,4817.98
570780,10,1917,845,499,480000,4660.19
563572,7,6490,2270,466,800000,5555.56
564890,7,1356,2238,370,1035000,6854.3
552043,1,5721,1594,714,570000,4750.0
558487,4,5969,474,386,395000,5563.38
573431,11,5969,456,405,400000,5633.8
564653,7,5969,463,393,440000,5432.1
556404,3,2144,1569,475,630000,5206.61
556408,3,2144,1545,475,590000,4836.07
564784,7,2144,1570,467,650000,5327.87
560769,5,2144,1386,460,485000,5773.81
562720,6,2144,1386,466,475000,5654.76
564719,7,2144,1394,474,500000,5952.38
564721,7,2144,1372,466,500000,5952.38
565915,8,7024,1620,501,570000,4710.74
565077,7,3845,487,402,365888,5461.01
567514,8,3845,501,392,360000,5373.13
567518,8,3845,501,385,358000,5343.28
569107,9,5722,1543,697,525000,4375.0
565674,8,192,811,627,750000,6944.44
570075,10,192,1755,630,1090000,8195.49
562610,6,5723,1094,714,488000,5191.49
564557,7,5723,1092,701,488000,5304.35
564558,7,5723,1077,696,463888,5154.31
573364,11,5723,1113,698,490000,5444.44
551983,1,5724,1094,712,460000,4893.62
564562,7,5724,1077,696,480000,5333.33
564563,7,5724,1081,696,480000,5106.38
569069,9,5724,1113,700,490000,5444.44
571250,10,5724,1125,697,490000,5326.09
571254,10,5724,1124,697,490000,5384.62
555346,3,561,1569,354,725000,5991.74
552831,2,1474,501,225,365000,5447.76
571976,11,1474,1150,234,483000,5250.0
574116,12,1474,1182,234,505000,5489.13
552880,2,1585,879,439,525000,5097.09
571995,11,1585,879,435,595000,5776.7
574130,12,1585,1394,451,485000,5773.81
574133,12,1585,1377,435,460000,5111.11
569862,10,25,1595,447,890000,7355.37
557216,4,6038,2288,388,850000,5743.24
574305,12,6038,2290,386,860000,5733.33
563472,7,193,920,631,870000,7981.65
551009,1,653,324,366,426500,5763.51
568285,9,653,300,364,428000,5706.67
553321,2,653,919,362,686000,6351.85
568313,9,653,1737,364,715000,5218.98
572565,11,653,1779,379,900000,6818.18
557588,4,4438,501,302,375000,5597.01
563774,7,4438,501,299,390000,5820.9
559828,5,4438,1166,299,445000,4890.11
572629,11,4438,1133,291,480000,5274.73
563498,7,335,1769,612,1260000,9197.08
552274,1,1211,178,55,365000,5447.76
554227,2,1211,258,50,378000,5641.79
560867,5,1211,218,65,372000,5552.24
564838,7,1211,218,51,360000,5373.13
569299,9,1211,198,62,380000,5671.64
575636,12,1211,178,63,392888,5864.0
552327,1,2991,173,392,315000,5250.0
560933,5,2991,231,386,323888,5398.13
569374,9,2991,173,391,330000,5500.0
569375,9,2991,211,391,307000,5116.67
564988,7,2991,1748,390,660000,4748.2
564155,7,1918,1627,487,671000,5242.19
557951,4,1918,855,483,535000,4734.51
564141,7,1918,881,487,528000,5028.57
557332,4,6491,806,439,420000,4077.67
556532,3,1357,2238,362,1010000,6688.74
558405,4,5752,803,696,485000,4850.0
571257,10,5752,911,706,525000,5250.0
554091,2,5970,2258,410,815000,5433.33
567098,8,5970,2288,424,865888,5850.59
569163,9,5970,2276,422,838000,5586.67
558629,4,2298,2233,403,845000,5787.67
562803,6,2298,2254,395,866000,5931.51
567515,8,3846,487,375,350000,5223.88
567516,8,3846,457,375,380000,5277.78
552670,1,3846,1166,380,433000,4758.24
554540,2,3846,1181,378,440000,4835.16
552773,2,4187,510,227,400000,4878.05
574085,12,1514,452,219,342000,5104.48
574083,12,1514,520,219,410000,5000.0
552846,2,1586,558,448,370000,5781.25
554823,3,26,1544,444,776000,6413.22
569845,10,26,1379,435,613888,7396.24
565724,8,194,1705,627,1160000,9062.5
570076,10,194,1749,632,1100000,7857.14
551031,1,654,880,355,635000,6105.77
566013,8,654,850,339,648888,6008.22
557587,4,4439,501,344,418000,6238.81
561863,6,4439,452,346,365000,5447.76
563773,7,4439,515,337,423000,6313.43
570382,10,4439,471,347,346000,5164.18
574621,12,4439,487,348,402000,6000.0
551053,1,4439,462,350,443000,5537.5
557586,4,4439,462,344,400000,5000.0
567233,8,1212,271,61,340000,5074.63
564140,7,1919,808,485,528000,5028.57
555033,3,6492,367,454,378000,5178.08
559509,5,6492,345,445,380000,5205.48
570095,10,6492,345,448,375000,5136.99
560686,5,5753,1594,701,596000,4966.67
562657,6,5753,1646,696,602000,4934.43
569070,9,5753,842,697,530000,5300.0
573447,11,5971,1182,390,500000,5434.78
575507,12,5971,1181,390,520000,5714.29
556405,3,2145,1571,473,620000,5040.65
558592,4,2145,1622,475,635000,5162.6
564782,7,2145,1546,466,668000,5430.89
575594,12,2145,1595,480,660000,5454.55
552152,1,2145,1394,463,468000,5571.43
560767,5,2145,1380,477,487000,5797.62
552231,1,2299,1741,401,635000,4810.61
558604,4,2299,1759,395,670000,4890.51
560834,5,2299,1746,395,725000,5291.97
564793,7,2299,1764,399,670000,5075.76
552589,1,3847,501,377,390000,5820.9
565078,7,3847,487,366,378000,5641.79
573842,11,3847,487,363,370000,5522.39
566649,8,4852,1634,806,650000,5909.09
573101,11,4852,1609,801,605000,5500.0
555811,3,4852,827,796,468000,5505.88
563500,7,336,1727,1008,1320000,11681.42
561619,6,336,870,1009,936000,10064.52
565695,8,336,1050,1010,910000,9784.95
568017,9,336,870,1011,750000,8064.52
568018,9,336,990,1012,933000,10032.26
553810,2,4853,1634,796,588000,5345.45
558126,4,4854,1533,797,530000,4818.18
570939,10,4854,1634,807,598000,5436.36
558033,4,4854,827,793,465000,5470.59
560236,5,4854,896,802,495000,5823.53
557243,4,337,425,1013,690000,11129.03
559445,5,337,313,1014,605000,9758.06
561594,6,337,425,1009,685000,11048.39
550660,1,337,1041,1015,910000,9784.95
561620,6,337,961,1009,910000,10340.91
563482,7,337,1009,1009,840000,9032.26
574352,12,337,1026,1016,890000,9569.89
558127,4,4855,1584,796,532500,4840.91
560329,5,4855,1533,797,530000,4818.18
566650,8,4855,1634,800,595000,5409.09
568816,9,4855,1609,794,610000,5545.45
573994,12,4188,471,217,350000,5223.88
556906,4,4188,1167,221,498000,5413.04
556909,4,4188,1167,221,505000,5489.13
567755,9,1515,471,232,340000,5074.63
571949,11,1515,471,234,330000,4925.37
565382,8,1515,1150,217,438000,4760.87
550361,1,1587,558,427,370000,5781.25
565353,8,1587,558,415,385000,6015.62
571962,11,1587,558,426,395000,6171.88
567848,9,27,1631,416,900000,6818.18
569844,10,27,1393,426,655000,7891.57
572096,11,6273,345,405,415000,5684.93
560168,5,1920,1654,491,650000,4924.24
